"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
pre_brain_mri_result6_01_11,pre_imaging_report,,radio,pre_brain_mri_result6,"1, normal | 2, increased cerebral echogenicity/density | 3, increased thalamic/basal ganglia echogenicity/density | 4, germinal matrix hemorrhage | 5, intraventricular hemorrhage | 6, posterior fossa hemorrhage | 7, intraparenchymal hemorrhage | 8, subarachnoid hemorrhage | 9, subdural hemorrhage | 10, calcifications | 11, loss of gray/white matter differentiation | 12, ventriculomegaly | 13, porencephaly | 14, PVL | 15, abnormal cerebral signal intensity; focal | 16, abnormal cerebral signal intensity; diffuse | 17, abnormal signal intensity; gray matter | 18, abnormal signal intensity; white matter | 19, abnormal basal ganglia/thalamic signal intensity | 20, abnormal cerebeliar signal intensity | 21, abnormal brainstem signal intensity | 22, infarction | 23, cerebral atrophy | 24, saggital sinus thrombosis | 25, congenital malformation | 26, other | 27, edema",imaging,,,,,,,,,,,
pre_brain_mri_result7_01_11,pre_imaging_report,,radio,pre_brain_mri_result7,"1, normal | 2, increased cerebral echogenicity/density | 3, increased thalamic/basal ganglia echogenicity/density | 4, germinal matrix hemorrhage | 5, intraventricular hemorrhage | 6, posterior fossa hemorrhage | 7, intraparenchymal hemorrhage | 8, subarachnoid hemorrhage | 9, subdural hemorrhage | 10, calcifications | 11, loss of gray/white matter differentiation | 12, ventriculomegaly | 13, porencephaly | 14, PVL | 15, abnormal cerebral signal intensity; focal | 16, abnormal cerebral signal intensity; diffuse | 17, abnormal signal intensity; gray matter | 18, abnormal signal intensity; white matter | 19, abnormal basal ganglia/thalamic signal intensity | 20, abnormal cerebeliar signal intensity | 21, abnormal brainstem signal intensity | 22, infarction | 23, cerebral atrophy | 24, saggital sinus thrombosis | 25, congenital malformation | 26, other | 27, edema",imaging,,,,,,,,,,,
pre_brain_mri_result8_01_11,pre_imaging_report,,radio,pre_brain_mri_result8,"1, normal | 2, increased cerebral echogenicity/density | 3, increased thalamic/basal ganglia echogenicity/density | 4, germinal matrix hemorrhage | 5, intraventricular hemorrhage | 6, posterior fossa hemorrhage | 7, intraparenchymal hemorrhage | 8, subarachnoid hemorrhage | 9, subdural hemorrhage | 10, calcifications | 11, loss of gray/white matter differentiation | 12, ventriculomegaly | 13, porencephaly | 14, PVL | 15, abnormal cerebral signal intensity; focal | 16, abnormal cerebral signal intensity; diffuse | 17, abnormal signal intensity; gray matter | 18, abnormal signal intensity; white matter | 19, abnormal basal ganglia/thalamic signal intensity | 20, abnormal cerebeliar signal intensity | 21, abnormal brainstem signal intensity | 22, infarction | 23, cerebral atrophy | 24, saggital sinus thrombosis | 25, congenital malformation | 26, other | 27, edema",imaging,,,,,,,,,,,
pre_brain_mri_result_text_01_11,pre_imaging_report,,text,pre_brain_mri_result_text,,,,,,,,,,,,,
pre_neuro_exam_01_12,pre_neuro_exam,,yesno,pre_neuro_exam,,,,,,,,,,,,,
pre_no_neuro_exam_reason_01_12,pre_neuro_exam,,radio,pre_no_neuro_exam_reason,"1, missed | 2, certified neuro examiner not available | 3, infant paralyzed",noNeuroExamReason,,,,,,,,,,,
pre_neuro_exam_sign_moderate_severe_hie3category_01_12,pre_neuro_exam,,yesno,pre_neuro_exam_sign_moderate_severe_hie3category,,,,,,,,,,,,,
pre_neuro_exam_level_consciousness_01_12,pre_neuro_exam,,radio,pre_neuro_exam_level_consciousness,"1, normal/mild HIE | 2, lethargic | 3, stupor/coma",signOfHIELvlOfCons,,,,,,,,,,,
pre_neuro_exam_spontaneous_activity_01_12,pre_neuro_exam,,radio,pre_neuro_exam_spontaneous_activity,"1, normal/mild HIE | 2, decreased activity | 3, no activity",signOfHIESpontaneousActivity,,,,,,,,,,,
pre_neuro_exam_posture_01_12,pre_neuro_exam,,radio,pre_neuro_exam_posture,"1, normal/mild HIE | 2, distal flexion, complete extension | 3, decerebrate",signOfHIEPosture,,,,,,,,,,,
pre_neuro_exam_tone_01_12,pre_neuro_exam,,radio,pre_neuro_exam_tone,"1, normal/mild HIE | 2, hypertonia | 3, hypotonia | 4, flaccid | 5, rigid",signOfHIETone,,,,,,,,,,,
pre_neuro_exam_suck_01_12,pre_neuro_exam,,radio,pre_neuro_exam_suck,"1, normal/mild HIE | 2, weak | 3, absent",signOfHIESuck,,,,,,,,,,,
pre_neuro_exam_moro_01_12,pre_neuro_exam,,radio,pre_neuro_exam_moro,"1, normal/mild HIE | 2, incopmlete | 3, absent",signOfHIEMoro,,,,,,,,,,,
pre_neuro_exam_pupils_01_12,pre_neuro_exam,,radio,pre_neuro_exam_pupils,"1, normal/mild HIE | 2, constricted | 3, deviation",signOfHIEPupils,,,,,,,,,,,
pre_neuro_exam_heart_rate_01_12,pre_neuro_exam,,radio,pre_neuro_exam_heart_rate,"1, normal/mild HIE | 2, bradycardia | 3, variable HR",signOfHIEHeartRate,,,,,,,,,,,
pre_neuro_exam_respiration_01_12,pre_neuro_exam,,radio,pre_neuro_exam_respiration,"1, normal/mild HIE | 2, periodic breathing | 3, apnea | 4, on vent with spontaneous breaths | 5, on vent without spontaneous breaths",signOfHIERespiratory,,,,,,,,,,,
pre_neuro_exam_date_01_12,pre_neuro_exam,,text,pre_neuro_exam_date,,,,,,,,,,,,,
pre_neuro_exam_time_01_12,pre_neuro_exam,,text,pre_neuro_exam_time,,,,,,,,,,,,,
pre_neuro_exam_sedate_01_12,pre_neuro_exam,,yesno,pre_neuro_exam_sedate,,,,,,,,,,,,,
pre_neuro_exam_seizure_01_12,pre_neuro_exam,,yesno,pre_neuro_exam_seizure,,,,,,,,,,,,,
pre_neuro_exam_level_consciousness_score_01_12_1,pre_neuro_exam,,text,pre_neuro_exam_level_consciousness_score,,,,,,,,,,,,,
pre_neuro_exam_spontaneous_activity_score_01_12_1,pre_neuro_exam,,text,pre_neuro_exam_spontaneous_activity_score,,,,,,,,,,,,,
pre_neuro_exam_posture_score_01_12_1,pre_neuro_exam,,text,pre_neuro_exam_posture_score,,,,,,,,,,,,,
pre_neuro_exam_tone_score_01_12_1,pre_neuro_exam,,text,pre_neuro_exam_tone_score,,,,,,,,,,,,,
pre_neuro_exam_suck_score_01_12_1,pre_neuro_exam,,text,pre_neuro_exam_suck_score,,,,,,,,,,,,,
pre_neuro_exam_moro_score_01_12_1,pre_neuro_exam,,text,pre_neuro_exam_moro_score,,,,,,,,,,,,,
pre_neuro_exam_pupils_score_01_12_1,pre_neuro_exam,,text,pre_neuro_exam_pupils_score,,,,,,,,,,,,,
pre_neuro_exam_heart_rate_score_01_12_1,pre_neuro_exam,,text,pre_neuro_exam_heart_rate_score,,,,,,,,,,,,,
pre_neuro_exam_respiration_score_01_12_1,pre_neuro_exam,,text,pre_neuro_exam_respiration_score,,,,,,,,,,,,,
pre_neuro_exam_reflex_score_01_12_1,pre_neuro_exam,,text,pre_neuro_exam_reflex_score,,,,,,,,,,,,,
pre_neuro_exam_ans_score_01_12_1,pre_neuro_exam,,text,pre_neuro_exam_ans_score,,,,,,,,,,,,,
pre_total_modified_sarnat_score_01_12_1,pre_neuro_exam,,text,pre_total_modified_sarnat_score,,,,,,,,,,,,,
temperature_time_slot_min_02_01,temperature,,text,temperature_time_slot_min,,,,,,,,,,,,,
temperature_time_slot_no_form_02_01,temperature,,yesno,temperature_time_slot_no_form,,,,,,,,,,,,,
temperature_date_02_01,temperature,,text,temperature_date,,,,,,,,,,,,,
temperature_time_02_01,temperature,,text,temperature_time,,,,,,,,,,,,,
skin_temperature_c_02_01,temperature,,text,skin_temperature_c,,,,,,,,,,,,,
axillary_temperature_c_02_01,temperature,,text,axillary_temperature_c,,,,,,,,,,,,,
esophageal_temperature_c_02_01,temperature,,text,esophageal_temperature_c,,,,,,,,,,,,,
blanket_temperature_c_02_01,temperature,,text,blanket_temperature_c,,,,,,,,,,,,,
servo_set_temperature_c_02_01,temperature,,text,servo_set_temperature_c,,,,,,,,,,,,,
alteration_skin_integrity_02_01,temperature,,yesno,alteration_skin_integrity,,,,,,,,,,,,,
shiver_02_01,temperature,,yesno,shiver,,,,,,,,,,,,,
cardio_time_slot_min_02_02,cardiovascular,,text,cardio_time_slot_min,,,,,,,,,,,,,
cardio_date_02_02,cardiovascular,,text,cardio_date,,,,,,,,,,,,,
cardio_time_02_02,cardiovascular,,text,cardio_time,,,,,,,,,,,,,
cardio_systolic_blood_pressure_mmhg_02_02,cardiovascular,,text,cardio_systolic_blood_pressure_mmhg,,,,,,,,,,,,,
cardio_diastolic_blood_pressure_mmhg_02_02,cardiovascular,,text,cardio_diastolic_blood_pressure_mmhg,,,,,,,,,,,,,
cardio_heart_rate_bpm_02_02,cardiovascular,,text,cardio_heart_rate_bpm,,,,,,,,,,,,,
cardio_volume_expand_02_02,cardiovascular,,yesno,cardio_volume_expand,,,,,,,,,,,,,
cardio_inotropic_agent_02_02,cardiovascular,,yesno,cardio_inotropic_agent,,,,,,,,,,,,,
cardio_blood_transfusion_02_02,cardiovascular,,yesno,cardio_blood_transfusion,,,,,,,,,,,,,
cardio_platelets_02_02,cardiovascular,,yesno,cardio_platelets,,,,,,,,,,,,,
respiratory_time_slot_min_02_03,respiratory,,text,respiratory_time_slot_min,,,,,,,,,,,,,
respiratory_date_02_03,respiratory,,text,respiratory_date,,,,,,,,,,,,,
respiratory_time_02_03,respiratory,,text,respiratory_time,,,,,,,,,,,,,
respiratory_support_type_02_03,respiratory,,radio,respiratory_support_type,"1, none | 2, HFV | 3, IMV | 4, CPAP | 5, hood | 6, nasal connula oxygen | 7, high flow nasal connula",respiratorySupportType,,,,,,,,,,,
respiratory_fio2_02_03,respiratory,,text,respiratory_fio2,,,,,,,,,,,,,
respiratory_rate_hz_02_03,respiratory,,text,respiratory_rate_hz,,,,,,,,,,,,,
respiratory_pip_cmh2o_02_03,respiratory,,text,respiratory_pip_cmh2o,,,,,,,,,,,,,
respiratory_map_cmh2o_02_03,respiratory,,text,respiratory_map_cmh2o,,,,,,,,,,,,,
respiratory_peep_cmh2o_02_03,respiratory,,text,respiratory_peep_cmh2o,,,,,,,,,,,,,
blood_gas_time_slot_min_02_04,blood_gas_respiratory,,text,blood_gas_time_slot_min,,,,,,,,,,,,,
blood_gas_date_02_04,blood_gas_respiratory,,text,blood_gas_date,,,,,,,,,,,,,
blood_gas_time_02_04,blood_gas_respiratory,,text,blood_gas_time,,,,,,,,,,,,,
blood_gas_src_02_04,blood_gas_respiratory,,radio,blood_gas_src,"1, arterial | 2, venous | 3, capillary",bloodGasSrc,,,,,,,,,,,
blood_gas_ph_02_04,blood_gas_respiratory,,text,blood_gas_ph,,,,,,,,,,,,,
blood_gas_pco2_mmhg_02_04,blood_gas_respiratory,,text,blood_gas_pco2_mmhg,,,,,,,,,,,,,
blood_gas_po2_mmhg_02_04,blood_gas_respiratory,,text,blood_gas_po2_mmhg,,,,,,,,,,,,,
blood_gas_hco3_meqperl_02_04,blood_gas_respiratory,,text,blood_gas_hco3_meqperl,,,,,,,,,,,,,
blood_gas_base_deficit_meqperl_02_04,blood_gas_respiratory,,text,blood_gas_base_deficit_meqperl,,,,,,,,,,,,,
blood_gas_ph_correct_02_04,blood_gas_respiratory,,text,blood_gas_ph_correct,,,,,,,,,,,,,
blood_gas_pco2correct_mmhg_02_04,blood_gas_respiratory,,text,blood_gas_pco2correct_mmhg,,,,,,,,,,,,,
blood_gas_po2correct_mmhg_02_04,blood_gas_respiratory,,text,blood_gas_po2correct_mmhg,,,,,,,,,,,,,
blood_gas_hco3correct_meqperl_02_04,blood_gas_respiratory,,text,blood_gas_hco3correct_meqperl,,,,,,,,,,,,,
blood_gas_base_deficit_correct_meqperl_02_04,blood_gas_respiratory,,text,blood_gas_base_deficit_correct_meqperl,,,,,,,,,,,,,
hematology_02_05,hematology_cbc,,yesno,hematology,,,,,,,,,,,,,
hematology_time_slot_min_02_05,hematology_cbc,,text,hematology_time_slot_min,,,,,,,,,,,,,
hematology_date_02_05,hematology_cbc,,text,hematology_date,,,,,,,,,,,,,
hematology_time_02_05,hematology_cbc,,text,hematology_time,,,,,,,,,,,,,
hematology_wbc_cpermul_02_05,hematology_cbc,,text,hematology_wbc_cpermul,,,,,,,,,,,,,
hematology_hemoglobin_gperdl_02_05,hematology_cbc,,text,hematology_hemoglobin_gperdl,,,,,,,,,,,,,
hematology_polymorph_neutrophils_cpermul_02_05,hematology_cbc,,text,hematology_polymorph_neutrophils_cpermul,,,,,,,,,,,,,
hematology_monocytes_cpermul_02_05,hematology_cbc,,text,hematology_monocytes_cpermul,,,,,,,,,,,,,
hematology_lymphocytes_cpermul_02_05,hematology_cbc,,text,hematology_lymphocytes_cpermul,,,,,,,,,,,,,
hematology_platelet_cpermul_02_05,hematology_cbc,,text,hematology_platelet_cpermul,,,,,,,,,,,,,
hematology_pts_02_05,hematology_cbc,,text,hematology_pts,,,,,,,,,,,,,
hematology_ptts_02_05,hematology_cbc,,text,hematology_ptts,,,,,,,,,,,,,
hematology_hematocrit_min_02_05_s,hematology_cbc_summary,,text,hematology_hematocrit_min,,,,,,,,,,,,,
hematology_hematocrit_min_date_02_05_s,hematology_cbc_summary,,text,hematology_hematocrit_min_date,,,,,,,,,,,,,
hematology_platelet_min_cpermul_02_05_s,hematology_cbc_summary,,text,hematology_platelet_min_cpermul,,,,,,,,,,,,,
hematology_platelet_min_cpermul_date_02_05_s,hematology_cbc_summary,,text,hematology_platelet_min_cpermul_date,,,,,,,,,,,,,
blood_value_bun_baseline_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_bun_baseline_mgperdl,,,,,,,,,,,,,
blood_value_bun_baseline_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_bun_baseline_mgperdl_date,,,,,,,,,,,,,
blood_value_creatinine_baseline_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_creatinine_baseline_mgperdl,,,,,,,,,,,,,
blood_value_creatinine_baseline_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_creatinine_baseline_mgperdl_date,,,,,,,,,,,,,
blood_value_ast_sgot_baseline_uperl_02_06_s,blood_value_other_summary,,text,blood_value_ast_sgot_baseline_uperl,,,,,,,,,,,,,
blood_value_ast_sgot_baseline_uperl_date_02_06_s,blood_value_other_summary,,text,blood_value_ast_sgot_baseline_uperl_date,,,,,,,,,,,,,
blood_value_alt_sgpt_baseline_uperl_02_06_s,blood_value_other_summary,,text,blood_value_alt_sgpt_baseline_uperl,,,,,,,,,,,,,
blood_value_alt_sgpt_baseline_uperl_date_02_06_s,blood_value_other_summary,,text,blood_value_alt_sgpt_baseline_uperl_date,,,,,,,,,,,,,
blood_value_total_bilirubin_baseline_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_total_bilirubin_baseline_mgperdl,,,,,,,,,,,,,
blood_value_total_bilirubin_baseline_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_total_bilirubin_baseline_mgperdl_date,,,,,,,,,,,,,
blood_value_ph_min_02_06_s,blood_value_other_summary,,text,blood_value_ph_min,,,,,,,,,,,,,
blood_value_ph_min_date_02_06_s,blood_value_other_summary,,text,blood_value_ph_min_date,,,,,,,,,,,,,
blood_value_hco3min_meqperl_02_06_s,blood_value_other_summary,,text,blood_value_hco3min_meqperl,,,,,,,,,,,,,
blood_value_hco3min_meqperl_date_02_06_s,blood_value_other_summary,,text,blood_value_hco3min_meqperl_date,,,,,,,,,,,,,
blood_value_serum_na_min_meqperl_02_06_s,blood_value_other_summary,,text,blood_value_serum_na_min_meqperl,,,,,,,,,,,,,
blood_value_serum_na_min_meqperl_date_02_06_s,blood_value_other_summary,,text,blood_value_serum_na_min_meqperl_date,,,,,,,,,,,,,
blood_value_serum_k_min_meqperl_02_06_s,blood_value_other_summary,,text,blood_value_serum_k_min_meqperl,,,,,,,,,,,,,
blood_value_serum_k_min_meqperl_date_02_06_s,blood_value_other_summary,,text,blood_value_serum_k_min_meqperl_date,,,,,,,,,,,,,
blood_value_cl_min_meqperl_02_06_s,blood_value_other_summary,,text,blood_value_cl_min_meqperl,,,,,,,,,,,,,
blood_value_cl_min_meqperl_date_02_06_s,blood_value_other_summary,,text,blood_value_cl_min_meqperl_date,,,,,,,,,,,,,
blood_value_glucose_min_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_glucose_min_mgperdl,,,,,,,,,,,,,
blood_value_glucose_min_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_glucose_min_mgperdl_date,,,,,,,,,,,,,
blood_value_total_ca_min_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_total_ca_min_mgperdl,,,,,,,,,,,,,
blood_value_total_ca_min_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_total_ca_min_mgperdl_date,,,,,,,,,,,,,
blood_value_ion_ca_min_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_ion_ca_min_mgperdl,,,,,,,,,,,,,
blood_value_ion_ca_min_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_ion_ca_min_mgperdl_date,,,,,,,,,,,,,
blood_value_ast_sgot_min_uperl_02_06_s,blood_value_other_summary,,text,blood_value_ast_sgot_min_uperl,,,,,,,,,,,,,
blood_value_ast_sgot_min_uperl_date_02_06_s,blood_value_other_summary,,text,blood_value_ast_sgot_min_uperl_date,,,,,,,,,,,,,
blood_value_alt_sgpt_min_uperl_02_06_s,blood_value_other_summary,,text,blood_value_alt_sgpt_min_uperl,,,,,,,,,,,,,
blood_value_alt_sgpt_min_uperl_date_02_06_s,blood_value_other_summary,,text,blood_value_alt_sgpt_min_uperl_date,,,,,,,,,,,,,
blood_value_total_bilirubin_min_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_total_bilirubin_min_mgperdl,,,,,,,,,,,,,
blood_value_total_bilirubin_min_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_total_bilirubin_min_mgperdl_date,,,,,,,,,,,,,
blood_value_ph_max_02_06_s,blood_value_other_summary,,text,blood_value_ph_max,,,,,,,,,,,,,
blood_value_ph_max_date_02_06_s,blood_value_other_summary,,text,blood_value_ph_max_date,,,,,,,,,,,,,
blood_value_base_deficit_max_meqperl_02_06_s,blood_value_other_summary,,text,blood_value_base_deficit_max_meqperl,,,,,,,,,,,,,
blood_value_base_deficit_max_meqperl_date_02_06_s,blood_value_other_summary,,text,blood_value_base_deficit_max_meqperl_date,,,,,,,,,,,,,
blood_value_serum_na_max_meqperl_02_06_s,blood_value_other_summary,,text,blood_value_serum_na_max_meqperl,,,,,,,,,,,,,
blood_value_serum_na_max_meqperl_date_02_06_s,blood_value_other_summary,,text,blood_value_serum_na_max_meqperl_date,,,,,,,,,,,,,
blood_value_serum_k_max_meqperl_02_06_s,blood_value_other_summary,,text,blood_value_serum_k_max_meqperl,,,,,,,,,,,,,
blood_value_serum_k_max_meqperl_date_02_06_s,blood_value_other_summary,,text,blood_value_serum_k_max_meqperl_date,,,,,,,,,,,,,
blood_value_cl_max_meqperl_02_06_s,blood_value_other_summary,,text,blood_value_cl_max_meqperl,,,,,,,,,,,,,
blood_value_cl_max_meqperl_date_02_06_s,blood_value_other_summary,,text,blood_value_cl_max_meqperl_date,,,,,,,,,,,,,
blood_value_bun_max_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_bun_max_mgperdl,,,,,,,,,,,,,
blood_value_bun_max_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_bun_max_mgperdl_date,,,,,,,,,,,,,
blood_value_creatinine_max_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_creatinine_max_mgperdl,,,,,,,,,,,,,
blood_value_creatinine_max_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_creatinine_max_mgperdl_date,,,,,,,,,,,,,
blood_value_glucose_max_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_glucose_max_mgperdl,,,,,,,,,,,,,
blood_value_glucose_max_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_glucose_max_mgperdl_date,,,,,,,,,,,,,
blood_value_total_ca_max_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_total_ca_max_mgperdl,,,,,,,,,,,,,
blood_value_total_ca_max_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_total_ca_max_mgperdl_date,,,,,,,,,,,,,
blood_value_ion_ca_max_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_ion_ca_max_mgperdl,,,,,,,,,,,,,
blood_value_ion_ca_max_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_ion_ca_max_mgperdl_date,,,,,,,,,,,,,
blood_value_ast_sgot_max_uperl_02_06_s,blood_value_other_summary,,text,blood_value_ast_sgot_max_uperl,,,,,,,,,,,,,
blood_value_ast_sgot_max_uperl_date_02_06_s,blood_value_other_summary,,text,blood_value_ast_sgot_max_uperl_date,,,,,,,,,,,,,
blood_value_alt_sgpt_max_uperl_02_06_s,blood_value_other_summary,,text,blood_value_alt_sgpt_max_uperl,,,,,,,,,,,,,
blood_value_alt_sgpt_max_uperl_date_02_06_s,blood_value_other_summary,,text,blood_value_alt_sgpt_max_uperl_date,,,,,,,,,,,,,
blood_value_total_bilirubin_max_mgperdl_02_06_s,blood_value_other_summary,,text,blood_value_total_bilirubin_max_mgperdl,,,,,,,,,,,,,
blood_value_total_bilirubin_max_mgperdl_date_02_06_s,blood_value_other_summary,,text,blood_value_total_bilirubin_max_mgperdl_date,,,,,,,,,,,,,
positive_culture_number_02_07,infection,,text,positive_culture_number,,,,,,,,,,,,,
positive_culture_02_07,infection,,yesno,positive_culture,,,,,,,,,,,,,
positive_culture_src_02_07,infection,,radio,positive_culture_src,"1, blood | 2, csf",positiveCultureSrc,,,,,,,,,,,
positive_culture_date_02_07,infection,,text,positive_culture_date,,,,,,,,,,,,,
positive_culture_time_02_07,infection,,text,positive_culture_time,,,,,,,,,,,,,
positive_culture_organism_code1_02_07,infection,,dropdown,positive_culture_organism_code1,"1, Other; Code to be assigned | 2, Staphylococcus sp. | 3, Staphylococcus aureus | 4, Staphylococcus epidermidis | 5, Staphylococcus sp. Unknown, coag -neg | 6, Micrococcus sp. | 7, Streptococcus sp. (includes Enterococcus) | 8, Streptococcus viridans | 9, Streptococcus Group A | 10, Streptococcus Group B | 11, Streptococcus Group G | 12, Streptococcus pneumoniae | 13, Streptococcus Group D | 14, Streptococcus Group D faecum | 15, Streptococcus Group D faecalis | 16, Bacillus sp. | 17, Listeria sp. | 18, Listeria monocytogenes | 19, Escherichia coli | 20, Salmonella sp | 21, Shigella sp. | 22, Citrobacter sp. | 23, Klebsiella sp. | 24, Enterobacter sp. | 25, Enterobacter cloacae | 26, Serratia sp. | 27, Serratia marcescens | 28, Proteus sp. | 29, Providencia sp. | 30, Pseudomonas sp. | 31, Pseudomonas aeruginosa | 32, Pseudomonas cepacia | 33, Acinetobacter antiratus | 34, Herellea vaginicola | 35, Bacteroides sp. | 36, Clostridia sp. | 37, Fusobacterium nucleatum | 38, Peptococcus sp. | 39, Peptostreptococcus sp. | 40, Propionibacterium sp. | 41, Corynebacterium sp. | 42, Streptocbacillus sp. | 43, Treponema sp. | 44, Treponema pallidum (Syphilis) | 45, Neisseria sp. | 46, Neisseria gonorrhoeae | 47, Hemophilus sp. | 48, Hemophilus influenzae | 49, Hemophilus vaginalis | 50, Other Bacteria; Code to be assigned | 51, Meningococcus meningitis | 52, Other Antigen; Code to be assigned | 53, Aspergillus fumigatus | 54, Aspergillus sp. | 55, Candida sp. | 56, Candida albicans | 57, Candida parapsilosis | 58, Torulopsis glabrata | 59, Alternaria sp. | 60, Auroebasidium sp. | 61, Cladsporium sp. | 62, Rhodotorula sp. | 63, Saccharomyces sp. (yeast) | 64, Malassezia fur fur | 65, Other Fungi; Code to be assigned | 66, CMV | 67, Coxsackie | 68, Herpes | 69, Hepatitis | 70, HIV | 71, RSV | 72, Rotavirus | 73, Rubella | 74, Toxoplasmosis hominis | 75, Mycoplasma | 76, Ureaplasma urealyticum | 77, Para Influenza | 78, Other Virus; Code to be assigned",positiveCultureOrganism,,,,,,,,,,,
positive_culture_organism_code2_02_07,infection,,dropdown,positive_culture_organism_code2,"1, Other; Code to be assigned | 2, Staphylococcus sp. | 3, Staphylococcus aureus | 4, Staphylococcus epidermidis | 5, Staphylococcus sp. Unknown, coag -neg | 6, Micrococcus sp. | 7, Streptococcus sp. (includes Enterococcus) | 8, Streptococcus viridans | 9, Streptococcus Group A | 10, Streptococcus Group B | 11, Streptococcus Group G | 12, Streptococcus pneumoniae | 13, Streptococcus Group D | 14, Streptococcus Group D faecum | 15, Streptococcus Group D faecalis | 16, Bacillus sp. | 17, Listeria sp. | 18, Listeria monocytogenes | 19, Escherichia coli | 20, Salmonella sp | 21, Shigella sp. | 22, Citrobacter sp. | 23, Klebsiella sp. | 24, Enterobacter sp. | 25, Enterobacter cloacae | 26, Serratia sp. | 27, Serratia marcescens | 28, Proteus sp. | 29, Providencia sp. | 30, Pseudomonas sp. | 31, Pseudomonas aeruginosa | 32, Pseudomonas cepacia | 33, Acinetobacter antiratus | 34, Herellea vaginicola | 35, Bacteroides sp. | 36, Clostridia sp. | 37, Fusobacterium nucleatum | 38, Peptococcus sp. | 39, Peptostreptococcus sp. | 40, Propionibacterium sp. | 41, Corynebacterium sp. | 42, Streptocbacillus sp. | 43, Treponema sp. | 44, Treponema pallidum (Syphilis) | 45, Neisseria sp. | 46, Neisseria gonorrhoeae | 47, Hemophilus sp. | 48, Hemophilus influenzae | 49, Hemophilus vaginalis | 50, Other Bacteria; Code to be assigned | 51, Meningococcus meningitis | 52, Other Antigen; Code to be assigned | 53, Aspergillus fumigatus | 54, Aspergillus sp. | 55, Candida sp. | 56, Candida albicans | 57, Candida parapsilosis | 58, Torulopsis glabrata | 59, Alternaria sp. | 60, Auroebasidium sp. | 61, Cladsporium sp. | 62, Rhodotorula sp. | 63, Saccharomyces sp. (yeast) | 64, Malassezia fur fur | 65, Other Fungi; Code to be assigned | 66, CMV | 67, Coxsackie | 68, Herpes | 69, Hepatitis | 70, HIV | 71, RSV | 72, Rotavirus | 73, Rubella | 74, Toxoplasmosis hominis | 75, Mycoplasma | 76, Ureaplasma urealyticum | 77, Para Influenza | 78, Other Virus; Code to be assigned",positiveCultureOrganism,,,,,,,,,,,
